순번,업종명,업소명,도로명주소,지번주소,행정동명,전화번호
1,일반음식점,서광식당,"대전광역시 서구 신갈마로127번길 163, 1층 101호 (갈마동)",대전광역시 서구 갈마동 427-84 ,갈마1동,
2,일반음식점,서해해물손칼국수,"대전광역시 서구 계룡로662번길 14 (용문동,1층)",대전광역시 서구 용문동 256-25 1층 ,용문동, 042- 532-7327
3,일반음식점,원앙식당,대전광역시 서구 벌곡로1384번길 80 (가수원동),대전광역시 서구 가수원동 175-4 ,가수원동, 042- 534-5880
4,일반음식점,동양돌구이,대전광역시 서구 계룡로 658-22 (용문동),대전광역시 서구 용문동 258-19 ,용문동,
5,일반음식점,충무할매낙지볶음,"대전광역시 서구 도산로 340, 1층 (용문동)",대전광역시 서구 용문동 277-4 1층 ,용문동, 042- 531-9348
6,일반음식점,멕시카나치킨,"대전광역시 서구 계룡로 663-17, 1층 (용문동)",대전광역시 서구 용문동 244-58 ,용문동, 042- 526-1389
7,일반음식점,정림가든,대전광역시 서구 혜천로 20 (정림동),대전광역시 서구 정림동 8-4 ,정림동, 042- 583-8600
8,일반음식점,우남성,"대전광역시 서구 정림서로 134-3 (정림동,1층)",대전광역시 서구 정림동 688 1층 ,도마2동, 042- 586-6800
9,일반음식점,사마브루잉,대전광역시 서구 사마1길 14 (도마동),대전광역시 서구 도마동 101-3 ,도마1동,
10,일반음식점,본가신촌설렁탕 서구점,대전광역시 서구 도솔로296번길 40-1 (괴정동),대전광역시 서구 괴정동 91-29 ,괴정동,
11,일반음식점,대성콩국수,"대전광역시 서구 도산로 141, 1,2층 (도마동)",대전광역시 서구 도마동 67-36 ,도마1동,042 -533 -4586
12,일반음식점,광성루,대전광역시 서구 도산로 84 (도마동),대전광역시 서구 도마동 129-36 ,도마1동,
13,일반음식점,섬마을홍어아가씨,대전광역시 서구 계룡로264번길 38-6 (월평동),대전광역시 서구 월평동 16-4 ,월평1동,
14,일반음식점,돈수원갈비,대전광역시 서구 도산로 103 (도마동),대전광역시 서구 도마동 100-15 ,도마2동,042 -525 -9209
15,일반음식점,곽대감연산순대,대전광역시 서구 도마6길 1 (도마동),대전광역시 서구 도마동 90-33 ,도마1동,
16,일반음식점,한마음면옥식당,대전광역시 서구 사마1길 22 (도마동),대전광역시 서구 도마동 101-6 ,도마1동, 042- 536-0408
17,일반음식점,육육대장정육식당,대전광역시 서구 도산로393번길 6 (탄방동),대전광역시 서구 탄방동 78-6 ,탄방동,042 -524 -8266
18,일반음식점,북경대반점,"대전광역시 서구 도산로 147-2, 1층 (도마동)",대전광역시 서구 도마동 67-1 ,도마1동,042 -522 -4009
19,일반음식점,천강돌솥쌈밥,대전광역시 서구 계룡로 658-1 (용문동),대전광역시 서구 용문동 256-34 ,용문동, 042- 532-2311
20,일반음식점,풍년식당,대전광역시 서구 도마2길 19 (도마동),대전광역시 서구 도마동 143-7 ,도마1동, 042- 522-5319
21,일반음식점,경남성,"대전광역시 서구 배재로 155-26 (도마동,경남상가 2층 211호)",대전광역시 서구 도마동 193 경남상가 2층 211호 ,도마1동,
22,일반음식점,소소(소소팜),대전광역시 서구 괴정로 163 (용문동),대전광역시 서구 용문동 277-24 ,용문동, 042- 525-4131
23,일반음식점,금평식당,대전광역시 서구 장안로 53 (흑석동),대전광역시 서구 흑석동 283-6 ,기성동, 042- 583-6866
24,일반음식점,탕의전설본가설렁탕,대전광역시 서구 벌곡로 1384 (가수원동),대전광역시 서구 가수원동 211-1 ,가수원동, 042- 542-1500
25,일반음식점,오아시스,대전광역시 서구 도마로7번길 4 (도마동),대전광역시 서구 도마동 26-8 ,도마1동, 042- 523-7230
26,일반음식점,이모네감자탕,대전광역시 서구 도솔로 135 (도마동),대전광역시 서구 도마동 34-44 ,도마1동,
27,일반음식점,담음,"대전광역시 서구 갈마중로 13-12, 1층 (갈마동)",대전광역시 서구 갈마동 343-33 ,갈마2동,
28,일반음식점,신정육식당,대전광역시 서구 도산로 190 (변동),대전광역시 서구 변동 49-14 ,변동,
29,일반음식점,김밥천국,대전광역시 서구 도마로 8 (도마동),대전광역시 서구 도마동 50-8 ,도마1동, 042- 522-6151
30,일반음식점,페리카나치킨,대전광역시 서구 갈마로 170 (괴정동),대전광역시 서구 괴정동 130-3 ,괴정동,
31,일반음식점,코코네삼겹살,"대전광역시 서구 괴정로 58 (괴정동,1층)",대전광역시 서구 괴정동 67-7 1층 ,괴정동,
32,일반음식점,노랑통닭 대전괴정점,대전광역시 서구 도솔로 386 (괴정동),대전광역시 서구 괴정동 423-28 ,괴정동,
33,일반음식점,맛촌생고기,대전광역시 서구 도솔로 15-1 (도마동),대전광역시 서구 도마동 163-4 ,도마2동, 042- 525-6688
34,일반음식점,대박고기촌,대전광역시 서구 동서대로1080번길 1 (변동),대전광역시 서구 변동 13-1 ,변동,042 -527 -6800
35,일반음식점,페리카나치킨식당,대전광역시 서구 벌곡로1353번길 63 (가수원동),대전광역시 서구 가수원동 774-18 ,가수원동,042 -541 -1313
36,일반음식점,산적골식당,대전광역시 서구 도솔로 55 (도마동),대전광역시 서구 도마동 119-2 ,도마2동, 042- 532-4771
37,일반음식점,송화반점,대전광역시 서구 동서대로1030번길 5-2 (내동),대전광역시 서구 내동 30-12 ,내동, 042- 522-5994
38,일반음식점,밤맛고을,대전광역시 서구 갈마중로 13 (갈마동),대전광역시 서구 갈마동 343-30 ,갈마2동, 042- 533-1133
39,일반음식점,박유심사주타로&카페,대전광역시 서구 도마2길 7 (도마동),대전광역시 서구 도마동 143-13 ,도마1동,
40,일반음식점,나인,대전광역시 서구 계백로776번길 134 (관저동),대전광역시 서구 관저동 833 ,관저동, 042- 545-3000
41,일반음식점,멕시칸양념통닭,"대전광역시 서구 갈마로69번길 23 (갈마동,(1층))",대전광역시 서구 갈마동 352-10 (1층) ,갈마1동, 042- 525-4480
42,일반음식점,송반점,"대전광역시 서구 계백로 1166-19 (가수원동,1층)",대전광역시 서구 가수원동 766-16 1층 ,가수원동, 042- 541-3590
43,일반음식점,탄방손칼국수,대전광역시 서구 탄방로 60-1 (탄방동),대전광역시 서구 탄방동 87-2 (1층) ,탄방동, 042- 536-3806
44,일반음식점,쏘맥퓨전호프,대전광역시 서구 도솔로 55 (도마동),대전광역시 서구 도마동 119-2 ,도마2동, 042- 524-9289
45,일반음식점,하얀집식당,"대전광역시 서구 대덕대로 3 (내동,(2층))",대전광역시 서구 내동 160-15 (2층) ,내동, 042- 532-7339
46,일반음식점,59쌀피자,대전광역시 서구 도산로 187 (변동),대전광역시 서구 변동 50-12 ,변동,
47,일반음식점,대구아구찜,"대전광역시 서구 도솔로 58 (도마동,1층)",대전광역시 서구 도마동 122-7 1층 ,도마2동,
48,일반음식점,그림같은집,대전광역시 서구 배재로91번길 51-2 (도마동),대전광역시 서구 도마동 328-20 ,도마2동, 042- 534-8953
49,일반음식점,서해반점,대전광역시 서구 가수원로 31-1 (가수원동),대전광역시 서구 가수원동 805-5 ,가수원동, 042- 541-5606
50,일반음식점,소문난식당,대전광역시 서구 사마1길 72 (도마동),대전광역시 서구 도마동 121-16 ,도마2동, 042- 531-4415
51,일반음식점,토속정,"대전광역시 서구 도솔로 487-7 (탄방동,(1층))",대전광역시 서구 탄방동 1430 (1층) ,탄방동, 042- 534-2671
52,일반음식점,보글보글짜글이,"대전광역시 서구 월평중로3번길 14 (월평동,1층)",대전광역시 서구 월평동 941 1층 ,월평1동,042 -483 -8950
53,일반음식점,가수원횟집,대전광역시 서구 계백로1158번길 7-5 (가수원동),대전광역시 서구 가수원동 763-3 ,가수원동, 042- 541-6444
54,일반음식점,가장교식당,대전광역시 서구 유등로 433 (가장동),대전광역시 서구 가장동 27-16 ,가장동, 042- 523-1857
55,일반음식점,롱다리치킨,대전광역시 서구 제비네1길 8 (도마동),대전광역시 서구 도마동 127-36 ,도마1동,042 -534 -3132
56,일반음식점,초원분식식당,대전광역시 서구 도솔로 25 (도마동),대전광역시 서구 도마동 155-2 ,도마1동, 042- 534-0445
57,일반음식점,먹태랑호프랑,"대전광역시 서구 변동로 72, 1층 (변동)",대전광역시 서구 변동 47-4 1층 ,변동, 042- 527-7278
58,일반음식점,수구리원조풍년식당,"대전광역시 서구 변동로 72, 1층 (변동)",대전광역시 서구 변동 47-4 1층 ,변동,
59,일반음식점,홍운장식당,대전광역시 서구 사마6길 35 (도마동),대전광역시 서구 도마동 106-26 ,도마1동, 042- 523-4791
60,일반음식점,백제호,"대전광역시 서구 만년남로3번길 60, 1층 (만년동)",대전광역시 서구 만년동 119 1층 ,만년동,
61,일반음식점,페리카나치킨 둔산1체인점 식당,대전광역시 서구 둔산로 201 (둔산동),대전광역시 서구 둔산동 1809 ,둔산3동, 042- 482-1872
62,일반음식점,파스텔식당,대전광역시 서구 문정로170번길 151 (둔산동),대전광역시 서구 둔산동 2032 ,둔산3동, 042- 487-7801
63,일반음식점,천년식당,"대전광역시 서구 신갈마로 154, 1층 (갈마동)",대전광역시 서구 갈마동 378-1 1층 ,갈마2동, 042- 525-0386
64,일반음식점,이모네닭도리탕,대전광역시 서구 도솔로 373 (괴정동),대전광역시 서구 괴정동 6-5 ,괴정동,
65,일반음식점,남해횟집,대전광역시 서구 도마5길 57 (도마동),대전광역시 서구 도마동 87-40 ,도마1동,042 -524 -0730
66,일반음식점,립,대전광역시 서구 도산로 190 (변동),대전광역시 서구 변동 49-14 ,변동, 042- 534-5480
67,일반음식점,서울식당,대전광역시 서구 문정로170번길 157 (둔산동),대전광역시 서구 둔산동 2016 ,둔산3동, 042- 488-8182
68,일반음식점,명랑칼국수,대전광역시 서구 도산로369번길 34 (용문동),대전광역시 서구 용문동 590-21 ,용문동, 042- 535-0990
69,일반음식점,신마포갈매기,대전광역시 서구 월평중로13번길 11 (월평동),대전광역시 서구 월평동 884 ,월평1동, 042- 486-9482
70,일반음식점,퓨전포차105,대전광역시 서구 조달청길 105 (도마동),대전광역시 서구 도마동 66-27 ,도마1동, 042- 525-9461
71,일반음식점,논뚜렁추어탕,대전광역시 서구 괴정로 5 (괴정동),대전광역시 서구 괴정동 127-12 ,괴정동, 042- 527-8812
72,일반음식점,멕시칸치킨,대전광역시 서구 도산로370번길 76 (용문동),대전광역시 서구 용문동 261-16 ,용문동, 042- 534-5057
73,일반음식점,하연,대전광역시 서구 신갈마로 154 (갈마동),대전광역시 서구 갈마동 378-1 ,갈마1동,
74,일반음식점,다사랑식당,대전광역시 서구 둔산북로 215 (둔산동),대전광역시 서구 둔산동 1805 ,둔산3동, 042- 482-8844
75,일반음식점,목로주점,"대전광역시 서구 도산로 104-1, 1층 (도마동)",대전광역시 서구 도마동 90-37 ,도마1동,
76,일반음식점,장수갈비,대전광역시 서구 정림동로7번길 10 (정림동),대전광역시 서구 정림동 619 ,도마2동, 042- 582-5452
77,일반음식점,태영생막창,"대전광역시 서구 탄방로7번길 64, 1층 (탄방동)",대전광역시 서구 탄방동 987 ,탄방동, 042- 486-1565
78,일반음식점,바다양푼이동태탕·삼겹살,대전광역시 서구 갈마중로16번길 10 (갈마동),대전광역시 서구 갈마동 352-2 ,갈마1동,042 -525 -2123
79,일반음식점,명성식당,"대전광역시 서구 도솔로 261-2, 1층 (내동, 1층일부)",대전광역시 서구 내동 19-61 ,내동,
80,일반음식점,또봉이통닭관저느리울점,"대전광역시 서구 관저동로 42 (관저동,느리울상가101호)",대전광역시 서구 관저동 1394 느리울상가101호 ,관저1동,
81,일반음식점,골목술집 조아,대전광역시 서구 계룡로649번길 49 (용문동),대전광역시 서구 용문동 242-36 ,용문동,
82,일반음식점,김밥천하,대전광역시 서구 문정로112번안길 42 (탄방동),대전광역시 서구 탄방동 930 ,탄방동, 042- 488-0989
83,일반음식점,페리카나 식당,대전광역시 서구 복수북로 61 (복수동),대전광역시 서구 복수동 283-397 ,복수동,
84,일반음식점,별미식당,대전광역시 서구 도산로393번길 25 (탄방동),대전광역시 서구 탄방동 81-1 ,탄방동,042 -523 -3237
85,일반음식점,페리카나정림분점,"대전광역시 서구 정림로10번길 15-24 (정림동,(1층))",대전광역시 서구 정림동 666 (1층) ,도마2동,
86,일반음식점,천안문,"대전광역시 서구 도솔로 142 (도마동,36)",대전광역시 서구 도마동 35-12 36 ,도마1동, 042- 531-0866
87,일반음식점,지코바치킨,대전광역시 서구 탄방로7번길 54 (탄방동),대전광역시 서구 탄방동 983 ,탄방동, 042- 483-6663
88,일반음식점,오리골,대전광역시 서구 월평서로6번길 81 (월평동),대전광역시 서구 월평동 888 ,월평1동, 042- 483-2228
89,일반음식점,옥천집,"대전광역시 서구 가장로 43, 1층 (괴정동)",대전광역시 서구 괴정동 71-23 ,괴정동, 042- 522-1005
90,일반음식점,원조가장순대,대전광역시 서구 괴정로 180-1 (가장동),대전광역시 서구 가장동 53-45 ,가장동,
91,일반음식점,용문수구리,대전광역시 서구 괴정로 176 (가장동),대전광역시 서구 가장동 53-19 ,가장동, 042- 522-1626
92,일반음식점,탄방760,"대전광역시 서구 계룡로553번안길 55, 1층 (탄방동)",대전광역시 서구 탄방동 760 1층 ,탄방동,
93,일반음식점,봉구스밥버거배재대학교도마점,"대전광역시 서구 배재로 174, 1층 (도마동)",대전광역시 서구 도마동 24-7 ,도마1동, 042- 533-8855
94,일반음식점,황도석쇠구이시래기국밥,대전광역시 서구 용문로 72 (용문동),대전광역시 서구 용문동 276-1 ,용문동,042 -523 -5925
95,일반음식점,마니마니,"대전광역시 서구 문정로170번길 199, 1층 (둔산동)",대전광역시 서구 둔산동 1929 1층 ,둔산3동,
96,일반음식점,진산전주식당,대전광역시 서구 계룡로636번길 23 (용문동),대전광역시 서구 용문동 594-14 ,용문동, 042- 527-4477
97,일반음식점,진수성찬,대전광역시 서구 탄방로7번길 110 (탄방동),대전광역시 서구 탄방동 1102 ,탄방동, 042- 486-3433
98,일반음식점,유가네숯불갈비,"대전광역시 서구 신갈마로 136, 1층 (갈마동)",대전광역시 서구 갈마동 379-11 ,갈마1동, 042- 525-6622
99,일반음식점,장태산순대국밥,대전광역시 서구 벌곡로 659 (흑석동),대전광역시 서구 흑석동 889 ,기성동,
100,일반음식점,동림가든식당,대전광역시 서구 장안로 420 (장안동),대전광역시 서구 장안동 281-8 ,기성동,
101,일반음식점,월평맛고을,대전광역시 서구 월평서로6번길 72 (월평동),대전광역시 서구 월평동 935 ,월평1동,
102,일반음식점,탄방돈,대전광역시 서구 탄방로7번길 38 (탄방동),대전광역시 서구 탄방동 856 ,탄방동,
103,일반음식점,오후청앤윤가네,"대전광역시 서구 탄방로7번길 90, 1층 (탄방동)",대전광역시 서구 탄방동 1042 1층 ,탄방동,
104,일반음식점,비턴식당,대전광역시 서구 탄방로7번길 58 (탄방동),대전광역시 서구 탄방동 984 ,탄방동,
105,일반음식점,화이트,"대전광역시 서구 도산로 88 (도마동,1층)",대전광역시 서구 도마동 89-13 1층 ,도마1동,042 -525 -3035
106,일반음식점,꼬치마당식당,대전광역시 서구 둔산로230번길 16 (둔산동),대전광역시 서구 둔산동 2003 ,둔산3동,
107,일반음식점,곤드레밥상곤드레추어탕,"대전광역시 서구 변동중로 8, 1층 (도마동)",대전광역시 서구 도마동 16-49 1층 ,도마1동,042 -524 -9754
108,일반음식점,김밥천국,대전광역시 서구 정림로 58 (정림동),대전광역시 서구 정림동 591 ,도마2동, 042- 586-3807
109,일반음식점,투다리탄방점,대전광역시 서구 탄방로7번길 62 (탄방동),대전광역시 서구 탄방동 986 ,탄방동, 042- 486-8788
110,일반음식점,숯총각네,"대전광역시 서구 관저로129번길 32 (관저동,1층)",대전광역시 서구 관저동 1062 1층 ,관저1동,
111,일반음식점,옛사랑,"대전광역시 서구 탄방로7번길 62, 지하1층 (탄방동)",대전광역시 서구 탄방동 986 ,탄방동,
112,일반음식점,먹을래유싸갈래유분식점,대전광역시 서구 신갈마로 239 (갈마동),대전광역시 서구 갈마동 263-8 ,갈마1동,
113,일반음식점,한가람분식식당,"대전광역시 서구 문예로 16 (탄방동,(한가람상가 지하2호))",대전광역시 서구 탄방동 834 (한가람상가 지하2호) ,탄방동, 042- 535-8577
114,일반음식점,나루토라멘 갈마점,대전광역시 서구 갈마로103번길 36 (갈마동),대전광역시 서구 갈마동 402-2 ,갈마1동, 042- 524-9828
115,일반음식점,다당감자탕,"대전광역시 서구 탄방로7번길 52 (탄방동,(1층))",대전광역시 서구 탄방동 982 (1층) ,탄방동,042 -482 -5758
116,일반음식점,흥부네칼국수보리밥,대전광역시 서구 가수원중로 53 (가수원동),대전광역시 서구 가수원동 785-18 ,가수원동, 042- 541-7279
117,일반음식점,용감한 족발,"대전광역시 서구 탄방로7번길 78, 1층 (탄방동)",대전광역시 서구 탄방동 992 1층 ,탄방동,
118,일반음식점,니캉내캉,"대전광역시 서구 둔산남로 127 (둔산동,(목련상가 1층 102호))",대전광역시 서구 둔산동 1510 (목련상가 1층 102호) ,둔산1동,
119,일반음식점,황소고깃집,대전광역시 서구 탄방로7번길 84 (탄방동),대전광역시 서구 탄방동 994 ,탄방동,
120,일반음식점,군산맛찜,"대전광역시 서구 남선로23번길 19, 1층 (탄방동)",대전광역시 서구 탄방동 1045 ,탄방동,
121,일반음식점,나영왕돈까스,대전광역시 서구 배재로91번길 57 (도마동),대전광역시 서구 도마동 328-19 ,도마2동,
122,일반음식점,봉평메밀막국수,"대전광역시 서구 문정로170번길 39 (둔산동,(1층))",대전광역시 서구 둔산동 1969 (1층) ,둔산3동, 042- 489-3484
123,일반음식점,참숯자갈치꼼장어,대전광역시 서구 탄방로7번길 41 (탄방동),대전광역시 서구 탄방동 845 ,탄방동,
124,일반음식점,담따,"대전광역시 서구 정림동로5번길 31, 1층 (정림동)",대전광역시 서구 정림동 586 1층 ,정림동, 042- 585-5262
125,일반음식점,신선칡냉면,"대전광역시 서구 둔산로218번길 26, 1층 (둔산동)",대전광역시 서구 둔산동 1966 1층 ,둔산3동,
126,일반음식점,반포칼국수,대전광역시 서구 신갈마로209번길 23 (갈마동),대전광역시 서구 갈마동 305-12 ,갈마2동,042 -533 -9293
127,일반음식점,새벽포차,대전광역시 서구 정림동로5번길 32 (정림동),대전광역시 서구 정림동 601-1 ,정림동, 042- 583-9956
128,일반음식점,엄마순대,"대전광역시 서구 계백로1286번길 117, 1층 (정림동)",대전광역시 서구 정림동 197-23 1층 ,정림동,042 -581 -5001
129,일반음식점,사키,"대전광역시 서구 탄방로7번길 61 (탄방동,1층)",대전광역시 서구 탄방동 1013 1층 ,탄방동, 042- 487-0508
130,일반음식점,청주식당,대전광역시 서구 정림동로5번길 31 (정림동),대전광역시 서구 정림동 586 ,정림동, 042- 585-7943
131,일반음식점,굽네치킨 탄방점,"대전광역시 서구 문정로122번길 14, 1층 (탄방동)",대전광역시 서구 탄방동 859 ,탄방동,042 -488 -9492
132,일반음식점,살얼음막걸리와빈대떡,대전광역시 서구 정림동로5번길 39 (정림동),대전광역시 서구 정림동 585 ,정림동, 042- 583-1903
133,일반음식점,뚱순이,대전광역시 서구 괴정로 163 (용문동),대전광역시 서구 용문동 277-24 ,용문동,042 -527 -9925
134,일반음식점,구일대패 둔산점,"대전광역시 서구 문정로170번길 191 (둔산동,1층)",대전광역시 서구 둔산동 1946 1층 ,둔산3동, 042-471 -0824
135,일반음식점,계동치킨,대전광역시 서구 괴정로 163 (용문동),대전광역시 서구 용문동 277-24 ,용문동,042 -536 -8834
136,일반음식점,하얀밤식당,대전광역시 서구 탄방로7번길 29 (탄방동),대전광역시 서구 탄방동 850 ,탄방동, 042- 489-0625
137,일반음식점,남기식당,대전광역시 서구 관저중로96번길 93-11 (관저동),대전광역시 서구 관저동 1284 ,관저2동,
138,일반음식점,톨드어스토리,"대전광역시 서구 갈마역로25번길 31, 1층 일부호 (갈마동)",대전광역시 서구 갈마동 875 ,갈마2동, 042- 867-2335
139,일반음식점,힘들땐뼈다귀전문점,"대전광역시 서구 문정로170번길 144, 1층 (둔산동)",대전광역시 서구 둔산동 1854 1층 ,둔산3동,
140,일반음식점,어머니만두식당,"대전광역시 서구 복수중로 38 (복수동,(삼익@상가 104호))",대전광역시 서구 복수동 274-1 (삼익@상가 104호) ,복수동,
141,일반음식점,평양옥식당,대전광역시 서구 둔산남로165번길 17 (둔산동),대전광역시 서구 둔산동 1887 ,둔산3동, 042- 486-4503
142,일반음식점,금산삼계탕,대전광역시 서구 도솔로 114-1 (도마동),대전광역시 서구 도마동 46-14 ,도마1동, 042- 534-4891
143,일반음식점,크라운케이터링,"대전광역시 서구 정림로74번길 6 (정림동,1층)",대전광역시 서구 정림동 528 1층 ,정림동, 042- 585-5500
144,일반음식점,킴스비어(Kim's Beer),대전광역시 서구 남선로 31-24 (탄방동),대전광역시 서구 탄방동 1101 ,탄방동, 070-7760-6867
145,일반음식점,이화닭발1979 대전2호월평점,"대전광역시 서구 월평동로 83 (월평동,다모아@상가 1층 106,107호)","대전광역시 서구 월평동 311 다모아@상가 1층 106,107호 ",월평1동, 042- 489-0092
146,일반음식점,투다리변동제일점식당,대전광역시 서구 도솔로 206 (변동),대전광역시 서구 변동 21-4 ,변동, 042- 531-7820
147,일반음식점,전통칼국수식당,대전광역시 서구 계룡로629번길 9 (탄방동),대전광역시 서구 탄방동 83-26 ,탄방동,
148,일반음식점,임실치즈피자,대전광역시 서구 남선로 31-18 (탄방동),대전광역시 서구 탄방동 1099 ,탄방동,
149,일반음식점,슬비네 칼국수,"대전광역시 서구 관저중로84번길 42 (관저동,1층)",대전광역시 서구 관저동 1069 1층 ,관저1동,
150,일반음식점,순이네,대전광역시 서구 남선로23번길 22 (탄방동),대전광역시 서구 탄방동 1048 ,탄방동,
151,일반음식점,사랑방식당,"대전광역시 서구 청사로 65 (월평동,황실코아@ 상가 지하15호)",대전광역시 서구 월평동 302 황실코아@ 상가 지하15호 ,월평3동, 042- 529-5436
152,일반음식점,놀이터,대전광역시 서구 도마로7번길 4 (도마동),대전광역시 서구 도마동 26-8 ,도마1동, 042- 535-2044
153,일반음식점,맛고을,대전광역시 서구 계룡로 658-9 (용문동),대전광역시 서구 용문동 256-35 ,용문동, 042- 523-1042
154,일반음식점,두가집,"대전광역시 서구 변동로 60, 1층 (변동, 1층일부)",대전광역시 서구 변동 49-1 ,변동,
155,일반음식점,황실스낵식당,"대전광역시 서구 청사로 65 (월평동,(상가 B-17호))",대전광역시 서구 월평동 302 (상가 B-17호) ,월평1동, 042- 529-6116
156,일반음식점,청암회관식당,대전광역시 서구 월평서로25번길 52 (월평동),대전광역시 서구 월평동 1343 ,월평1동, 042- 535-1140
157,일반음식점,몽땅,대전광역시 서구 괴정로 172 (가장동),대전광역시 서구 가장동 53-3 ,가장동,
158,일반음식점,한라포크,대전광역시 서구 신갈마로127번길 113 (갈마동),대전광역시 서구 갈마동 427-6 ,갈마1동, 042- 523-7330
159,일반음식점,닭가대표 대전서구점,"대전광역시 서구 문정로112번안길 41, 1층 (탄방동)",대전광역시 서구 탄방동 973 ,탄방동,
160,일반음식점,연탄집,대전광역시 서구 탄방로7번길 80 (탄방동),대전광역시 서구 탄방동 993 ,탄방동,042 -484 -5722
161,일반음식점,야놀자,"대전광역시 서구 남선로59번길 28, 지하1층 (탄방동)",대전광역시 서구 탄방동 1188 지하1층 ,탄방동,
162,일반음식점,갑천순대국,대전광역시 서구 탄방로7번길 135 (탄방동),대전광역시 서구 탄방동 1167 ,탄방동, 042-4779-233
163,일반음식점,자매분식,"대전광역시 서구 청사로 65, 황실타운 상가동 지하8호 (월평동)",대전광역시 서구 월평동 302 황실타운 상가동 지하8호,월평3동, 042- 489-5570
164,일반음식점,원조태평소국밥갈마점&블루킨치킨,대전광역시 서구 신갈마로 179 (갈마동),대전광역시 서구 갈마동 337-5 ,갈마1동, 042- 535-3992
165,일반음식점,가장골식당,대전광역시 서구 갈마로 206 (내동),대전광역시 서구 내동 35-1 ,내동,042 -535 -8552
166,일반음식점,순대족발식당,"대전광역시 서구 청사로 65 (월평동,(황실상가 지하 9호))",대전광역시 서구 월평동 302 (황실상가 지하 9호) ,월평1동, 042- 529-2324
167,일반음식점,남당리바지락칼국수,대전광역시 서구 신갈마로 125 (갈마동),대전광역시 서구 갈마동 392-4 ,갈마1동, 042- 535-4892
168,일반음식점,주막촌식당,"대전광역시 서구 정림동로5번길 34, 1층 (정림동)",대전광역시 서구 정림동 601 1층 ,정림동, 042- 583-9717
169,일반음식점,도시애바다,대전광역시 서구 신갈마로 171 (갈마동),대전광역시 서구 갈마동 337-14 ,갈마1동, 042- 533-9189
170,일반음식점,B.B.Q치킨,대전광역시 서구 도솔로 75 (도마동),대전광역시 서구 도마동 109-26 ,도마2동, 042- 534-6685
171,일반음식점,해물마트,대전광역시 서구 괴정로98번길 58 (괴정동),대전광역시 서구 괴정동 96-20 ,괴정동,
172,일반음식점,계동치킨,대전광역시 서구 탄방로7번길 51 (탄방동),대전광역시 서구 탄방동 1017 ,탄방동,042 -472 -7937
173,일반음식점,골목길식당,대전광역시 서구 도솔로 416-1 (탄방동),대전광역시 서구 탄방동 57-29 ,탄방동, 042- 534-2882
174,일반음식점,지코바치킨,대전광역시 서구 도솔로 53 (도마동),대전광역시 서구 도마동 157-1 ,도마2동, 042- 533-7868
175,일반음식점,강남,"대전광역시 서구 문정로170번길 32, 지하1층 (둔산동)",대전광역시 서구 둔산동 2108 지하1층 ,둔산3동, 042- 482-3579
176,일반음식점,캣츠하우스,"대전광역시 서구 청사로 254 (둔산동,(한신둥지@상가 212))",대전광역시 서구 둔산동 912 (한신둥지@상가 212) ,둔산1동,042 -477 -8292
177,일반음식점,하오하오루,"대전광역시 서구 둔산중로 138, 102호 (둔산동, 주은오피스텔)",대전광역시 서구 둔산동 921 102호(주은오피스텔) ,둔산2동,
178,일반음식점,약수터식당,대전광역시 서구 벌곡로1285번길 182 (가수원동),대전광역시 서구 가수원동 618-4 ,가수원동, 042- 541-1442
179,일반음식점,금강산호랑이 본점,"대전광역시 서구 탄방로7번길 132, 1층 일부호 (탄방동)",대전광역시 서구 탄방동 1196 ,탄방동, 042- 486-5444
180,일반음식점,세자르먹태와치킨,대전광역시 서구 문정로170번길 198 (둔산동),대전광역시 서구 둔산동 1831 ,둔산3동,
181,일반음식점,처갓집양념치킨 괴정점,대전광역시 서구 도산로369번길 91 (괴정동),대전광역시 서구 괴정동 424-3 ,괴정동, 042- 536-0124
182,일반음식점,마전추어탕,대전광역시 서구 둔산남로179번길 28 (둔산동),대전광역시 서구 둔산동 1943 ,둔산3동, 042- 482-9148
183,일반음식점,신공주칼국수,대전광역시 서구 갈마로313번길 22 (가장동),대전광역시 서구 가장동 29-36 ,가장동,042 -526 -0671
184,일반음식점,홍천석쇠숫불닭갈비,"대전광역시 서구 탄방로7번길 62, 1층 (탄방동)",대전광역시 서구 탄방동 986 1층 ,탄방동,042 -484 -8292
185,일반음식점,고래사냥 7080라이브카페,"대전광역시 서구 탄방로7번길 63, 지하1층 (탄방동)",대전광역시 서구 탄방동 1012 지하1층 ,탄방동,
186,일반음식점,금복주류 대전탄방점,대전광역시 서구 탄방로7번길 57 (탄방동),대전광역시 서구 탄방동 1015 ,탄방동, 042- 480-8516
187,일반음식점,장수통돼지숯불구이식당,대전광역시 서구 배재로 178 (도마동),대전광역시 서구 도마동 24-6 ,도마1동, 042- 533-9878
188,일반음식점,전원촌,대전광역시 서구 신갈마로 157 (갈마동),대전광역시 서구 갈마동 366-36 ,갈마1동, 042- 489-0045
189,일반음식점,다온짬뽕,대전광역시 서구 괴정로 117 (괴정동),대전광역시 서구 괴정동 52-41 ,괴정동,
190,일반음식점,둔산돌구이,"대전광역시 서구 탄방로7번길 63 (탄방동,1층)",대전광역시 서구 탄방동 1012 1층 ,탄방동,
